date,brandSafe,classified_as,sentiment,entities
2022-04-04,True,"[""News""]",neutral,"[{'name': 'Google News', 'type': 'ORG'}, {'name': 'Περιφερειακη Ενοτητα Κιλκις', 'type': 'ORG'}, {'name': 'Περιφερεια Κεντρικης Μακεδονιας', 'type': 'ORG'}, {'name': 'Τοπικο Διαμερισμα Αγιου', 'type': 'LOC'}, {'name': 'Κιλκις', 'type': 'LOC'}, {'name': 'Δημου Παιονιας', 'type': 'ORG'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Αντιπεριφερεια Κιλκις', 'type': 'ORG'}]"
2022-04-04,True,"[""Food&Drink/Recipes&Tips""]",positive,"[{'name': 'akispetretzikis.com', 'type': 'ORG'}, {'name': 'Onmed.', 'type': 'ORG'}, {'name': 'Ακης Πετρετζικης', 'type': 'PERSON'}]"
2022-04-04,False,"[""Crime""]",negative,"[{'name': 'Ρουλα Πισπιριγκου', 'type': 'PERSON'}, {'name': 'ΥΠΟΙΚ', 'type': 'ORG'}, {'name': 'Κωστας Γιαννοπουλος', 'type': 'PERSON'}, {'name': 'Χαμογελου του Παιδιου', 'type': 'ORG'}, {'name': 'Τακης', 'type': 'PERSON'}, {'name': 'Β.Πουτιν', 'type': 'PERSON'}, {'name': 'Τζωρτζινας', 'type': 'PERSON'}, {'name': 'Χαμογελο του Παιδιου', 'type': 'ORG'}, {'name': 'Τζωρτζινα', 'type': 'PERSON'}, {'name': 'Ρουλα', 'type': 'PERSON'}, {'name': '2021Survivor', 'type': 'MISC'}, {'name': 'NYT', 'type': 'ORG'}, {'name': 'Πατρα', 'type': 'LOC'}]"
2022-04-04,False,"[""Social/Showbiz"", ""Culture/Media""]",negative,"[{'name': 'Νικη Λυμπερακη', 'type': 'PERSON'}, {'name': 'Ελενη', 'type': 'PERSON'}, {'name': 'MEGA', 'type': 'ORG'}, {'name': 'Πατρα', 'type': 'LOC'}, {'name': 'Τζωρτζινας', 'type': 'PERSON'}, {'name': 'Λυμπερακη', 'type': 'PERSON'}, {'name': 'Πατρας', 'type': 'LOC'}]"
2022-04-04,True,"[""Social/Showbiz"", ""Family""]",neutral,"[{'name': 'Πατρα', 'type': 'LOC'}]"
2022-04-04,True,"[""Politics""]",negative,"[{'name': 'Ρωσο', 'type': 'MISC'}, {'name': 'Βλαντιμιρ Πουτιν', 'type': 'PERSON'}, {'name': 'Ορμπαν', 'type': 'PERSON'}, {'name': 'Ζελενσκι', 'type': 'PERSON'}, {'name': 'Βολοντιμιρ Ζελενσκι', 'type': 'PERSON'}, {'name': 'Ουγγρους', 'type': 'MISC'}, {'name': 'ΕΕ', 'type': 'ORG'}, {'name': 'Mi Hazank', 'type': 'ORG'}, {'name': 'Ιταλια', 'type': 'LOC'}, {'name': 'Ουγγαριας', 'type': 'LOC'}, {'name': 'Βουδαπεστη', 'type': 'LOC'}, {'name': 'Jobbik Μαρτο Γκιονγκιοσι', 'type': 'PERSON'}, {'name': 'Ουγγρο Πουτιν', 'type': 'PERSON'}, {'name': 'Βρυξελλων', 'type': 'LOC'}, {'name': 'Μαρκι- Ζαι', 'type': 'PERSON'}, {'name': 'Εθνικο Εκλογικο Γραφειο', 'type': 'ORG'}, {'name': 'Κρεμλινου', 'type': 'PERSON'}, {'name': 'Βρυξελλες', 'type': 'LOC'}, {'name': 'Λεγκα', 'type': 'ORG'}, {'name': 'Ρωσια', 'type': 'LOC'}, {'name': 'Πετερ Μαρκι- Ζαι', 'type': 'PERSON'}, {'name': 'Ματεο Σαλβινι', 'type': 'PERSON'}, {'name': 'Γαλλιδα Μαριν Λεπεν', 'type': 'PERSON'}, {'name': 'Ουκρανια', 'type': 'LOC'}, {'name': 'Ουγγροι', 'type': 'MISC'}, {'name': 'Ουκρανο', 'type': 'MISC'}, {'name': 'Ουγγαριας Βικτορ Ορμπαν', 'type': 'PERSON'}, {'name': 'Fidesz', 'type': 'ORG'}, {'name': 'Εθνικου Συναγερμου', 'type': 'ORG'}]"
2022-04-04,False,"[""Adult""]",neutral,"[{'name': 'Μαντσεστερ Σιτι', 'type': 'ORG'}, {'name': 'Κλισι', 'type': 'PERSON'}, {'name': 'Γκαελ Κλισι', 'type': 'PERSON'}, {'name': 'Γαλλιας Stade Francais', 'type': 'LOC'}, {'name': 'Onsports.gr', 'type': 'ORG'}, {'name': 'Ραγκμπι Stade Francais', 'type': 'MISC'}]"
2022-04-04,True,"[""Weather""]",neutral,"[{'name': 'Θεσσαλια', 'type': 'LOC'}, {'name': 'Χαρκοβου', 'type': 'LOC'}, {'name': 'Μοσχα', 'type': 'LOC'}, {'name': 'Αραβες', 'type': 'MISC'}, {'name': 'Ηπειρο', 'type': 'LOC'}, {'name': 'Πελοποννησος', 'type': 'LOC'}, {'name': 'Ουκρανοι', 'type': 'MISC'}, {'name': 'Ηπειρος', 'type': 'LOC'}, {'name': 'Στερεα', 'type': 'LOC'}, {'name': 'Θρακη', 'type': 'LOC'}, {'name': 'Κρητη', 'type': 'LOC'}, {'name': 'Ρωσιας', 'type': 'LOC'}, {'name': 'Αραβικος Συνδεσμος', 'type': 'ORG'}, {'name': 'Ιονιο', 'type': 'LOC'}, {'name': 'Νησια Ιονιου', 'type': 'LOC'}, {'name': 'Ευβοια', 'type': 'LOC'}, {'name': 'Μακεδονια', 'type': 'LOC'}, {'name': 'Κυκλαδες', 'type': 'LOC'}, {'name': 'Δωδεκανησα', 'type': 'LOC'}, {'name': 'Αιγαιου', 'type': 'LOC'}]"
2022-04-04,False,"[""War_Terrorism_Firearms""]",negative,"[{'name': 'Yahoo', 'type': 'ORG'}, {'name': 'Ρωσια', 'type': 'LOC'}, {'name': '2022ΕΙΔΗΣΕΙΣ ΣΗΜΕΡΑΡωσικες', 'type': 'MISC'}, {'name': 'Izyum', 'type': 'ORG'}, {'name': 'Ka', 'type': 'ORG'}, {'name': 'Νεα Φιλαδελφεια', 'type': 'LOC'}, {'name': 'Ukraine', 'type': 'LOC'}, {'name': 'ΕΛ.ΑΣ', 'type': 'ORG'}, {'name': 'Ντονμπας', 'type': 'LOC'}, {'name': 'Ιζιουμ', 'type': 'LOC'}, {'name': 'BashKarma', 'type': 'MISC'}, {'name': 'Ουκρανιας', 'type': 'LOC'}]"
2022-04-04,False,"[""War_Terrorism_Firearms""]",neutral,"[{'name': 'Καναδα', 'type': 'LOC'}, {'name': 'Χαρκοβου', 'type': 'LOC'}, {'name': 'Formula 1', 'type': 'MISC'}, {'name': 'Ρωσιας', 'type': 'LOC'}, {'name': 'Grand Prix', 'type': 'MISC'}, {'name': 'Μοσχα', 'type': 'LOC'}, {'name': 'κορωνοιο', 'type': 'MISC'}, {'name': 'Αραβες', 'type': 'MISC'}, {'name': 'Αραβικος Συνδεσμος', 'type': 'ORG'}, {'name': 'Circuit Gilles Villeneuve', 'type': 'MISC'}, {'name': 'Τουρκια', 'type': 'LOC'}, {'name': 'Γκραν Πρι', 'type': 'PERSON'}, {'name': 'Μοντρεαλ', 'type': 'LOC'}, {'name': 'Αζερμπαιτζαν', 'type': 'LOC'}, {'name': 'Formula', 'type': 'ORG'}, {'name': 'Μπακου', 'type': 'LOC'}, {'name': 'Ουκρανοι', 'type': 'MISC'}]"
2022-04-04,True,"[""Social/Showbiz""]",positive,"[{'name': 'Βανα Μπαρμπα', 'type': 'PERSON'}]"
2022-04-04,True,"[""News""]",neutral,"[{'name': 'Μπουσα', 'type': 'PERSON'}, {'name': 'Γαλλια', 'type': 'LOC'}, {'name': 'ΕΕ', 'type': 'ORG'}, {'name': 'Ευρωπαικης Ενωσης', 'type': 'ORG'}, {'name': 'Τσεχο', 'type': 'PERSON'}, {'name': 'Τσεχια', 'type': 'ORG'}, {'name': 'Ευρωπη', 'type': 'LOC'}, {'name': 'Αυγενακης', 'type': 'PERSON'}, {'name': 'Συνοδου των Υπουργων Αθλητισμου', 'type': 'MISC'}, {'name': 'Λευτερης Αυγενακης', 'type': 'PERSON'}, {'name': 'Γερμανια', 'type': 'LOC'}, {'name': 'Petr Gazdik', 'type': 'PERSON'}, {'name': 'Λουξεμβουργο', 'type': 'LOC'}, {'name': 'Συνοδο των Υπουργων Αθλητισμου', 'type': 'MISC'}, {'name': 'Ουκρανια', 'type': 'LOC'}, {'name': 'ΚΙΝΑΛ', 'type': 'ORG'}, {'name': 'Συνοδος των Υπουργων Αθλητισμου', 'type': 'MISC'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'ΣΗΜΕΡΑΣτη Συνοδο των Υπουργων Αθλητισμου', 'type': 'MISC'}, {'name': 'Γαλλιας', 'type': 'LOC'}, {'name': 'Λευτερης Αυγενακης. Ανδρας', 'type': 'PERSON'}]"
2022-04-04,True,"[""Sports/Other""]",neutral,"[{'name': 'Λευκορωσια', 'type': 'LOC'}, {'name': 'Πιονγκ Τσανγκ', 'type': 'LOC'}, {'name': '', 'type': 'LOC'}, {'name': 'Γαλλια', 'type': 'LOC'}, {'name': 'Ρωσικη Ολυμπιακη Επιτροπη', 'type': 'ORG'}, {'name': 'Τακης Καραγκουνιας', 'type': 'PERSON'}, {'name': 'Ιταλια', 'type': 'LOC'}, {'name': 'Πεκινο', 'type': 'LOC'}, {'name': 'Σλοβενια', 'type': 'LOC'}, {'name': '2021Survivor', 'type': 'MISC'}, {'name': 'NYT', 'type': 'ORG'}, {'name': 'Αυστραλια', 'type': 'LOC'}, {'name': 'Φινλανδια', 'type': 'LOC'}, {'name': 'Νεα Ζηλανδια', 'type': 'LOC'}, {'name': 'Ολλανδια', 'type': 'LOC'}, {'name': 'Μαρια Ντανου', 'type': 'PERSON'}, {'name': '1Χειμερινοι Ολυμπιακοι Αγωνες Πεκινο', 'type': 'MISC'}, {'name': 'Βρετανια', 'type': 'LOC'}, {'name': 'Β.Πουτιν', 'type': 'PERSON'}, {'name': 'Γερμανια', 'type': 'LOC'}, {'name': 'Σουηδια', 'type': 'LOC'}, {'name': 'Καναδας', 'type': 'LOC'}, {'name': 'Χειμερινοι Ολυμπιακοι Αγωνες 2022', 'type': 'MISC'}, {'name': 'Λετονια', 'type': 'LOC'}, {'name': 'Πολωνια', 'type': 'LOC'}, {'name': 'Αποστολος Αγγελης', 'type': 'PERSON'}, {'name': 'Ουγγαρια', 'type': 'LOC'}, {'name': 'Ιωαννης Αντωνιου', 'type': 'PERSON'}, {'name': 'Τσεχια', 'type': 'LOC'}, {'name': 'Ιαπωνια', 'type': 'LOC'}, {'name': 'Βελγιο', 'type': 'LOC'}, {'name': 'Ουκρανια', 'type': 'LOC'}, {'name': 'Νοτια Κορεα', 'type': 'LOC'}, {'name': 'Ελβετια', 'type': 'LOC'}, {'name': 'Χειμερινους Ολυμπιακους Αγωνες 2022', 'type': 'MISC'}, {'name': 'Κινα', 'type': 'LOC'}, {'name': 'Αντωνιου', 'type': 'PERSON'}, {'name': 'ΗΠΑ', 'type': 'LOC'}, {'name': 'Φωλια του Πουλιου', 'type': 'MISC'}, {'name': 'Ισπανια', 'type': 'LOC'}, {'name': 'Σλοβακια', 'type': 'LOC'}, {'name': 'Νορβηγια', 'type': 'LOC'}, {'name': 'ΔΟΕ', 'type': 'ORG'}, {'name': 'Αυστρια', 'type': 'LOC'}, {'name': 'Χειμερινων Ολυμπιακων Αγωνων 2022', 'type': 'MISC'}, {'name': 'Χειμερινων Ολυμπιακων', 'type': 'MISC'}, {'name': 'Ελλαδας', 'type': 'LOC'}]"
2022-04-04,False,"[""News""]",negative,"[{'name': 'Ανδρουλακης', 'type': 'PERSON'}, {'name': 'ΠΑΣΟΚ', 'type': 'ORG'}, {'name': 'Google News', 'type': 'ORG'}, {'name': 'Αβδρουλακης', 'type': 'PERSON'}, {'name': 'Ευρωπαικη Επιτροπη', 'type': 'ORG'}, {'name': 'Νικος Ανδρουλακης', 'type': 'PERSON'}, {'name': 'Διεθνες Ποινικο Δικαστηριο της Χαγης', 'type': 'ORG'}, {'name': 'Ελληνα', 'type': 'MISC'}, {'name': 'Ευρωπη', 'type': 'LOC'}, {'name': 'ΕΚΑΣ', 'type': 'ORG'}, {'name': 'ΠΑΣΟΚ- Κινηματος', 'type': 'ORG'}, {'name': 'Ευρωπης', 'type': 'LOC'}, {'name': 'Ουκρανια', 'type': 'LOC'}, {'name': 'Μπουκα', 'type': 'LOC'}, {'name': 'Ουκρανιας', 'type': 'LOC'}, {'name': 'ΚΙΝΑΛ', 'type': 'ORG'}, {'name': 'Ελληνες', 'type': 'MISC'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Χαγη', 'type': 'LOC'}, {'name': 'Χαγης', 'type': 'LOC'}]"
2022-04-04,True,"[""Home""]",positive,"[{'name': 'Χριστουγεννα', 'type': 'MISC'}, {'name': 'Roberto Nickson', 'type': 'PERSON'}, {'name': 'Unsplash', 'type': 'ORG'}, {'name': 'Instagram', 'type': 'ORG'}]"
2022-04-04,False,"[""Death_Injury_Accident"", ""Crime""]",negative,"[{'name': 'Παιδων Εμανουηλ Παπασαββας', 'type': 'PERSON'}, {'name': 'Αλεξανδρος Γαστερατος', 'type': 'PERSON'}, {'name': 'Τζωρτζινα. Αποκλειστικο', 'type': 'PERSON'}, {'name': 'Αθηνας', 'type': 'LOC'}, {'name': 'Ρουλα Πισπιριγκου', 'type': 'PERSON'}, {'name': 'νοσοκομειου Παιδων', 'type': 'ORG'}, {'name': 'Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Τζωρτζινας', 'type': 'PERSON'}, {'name': 'Γεωργιας', 'type': 'PERSON'}, {'name': 'Τζωρτζινα', 'type': 'PERSON'}, {'name': 'Γεωργια', 'type': 'PERSON'}, {'name': 'Ρουλας Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Παιδων', 'type': 'LOC'}, {'name': 'Παιδων', 'type': 'ORG'}, {'name': 'Ευελπιδων', 'type': 'LOC'}, {'name': 'Νοσοκομειο Παιδων', 'type': 'ORG'}, {'name': 'CNN Greece', 'type': 'ORG'}, {'name': 'Γεωργιας', 'type': 'LOC'}]"
2022-04-04,False,"[""Adult""]",positive,"[{'name': '', 'type': 'LOC'}, {'name': 'Marie Claire', 'type': 'ORG'}, {'name': 'Β.Πουτιν', 'type': 'PERSON'}, {'name': 'Μπελα Χαντιντ', 'type': 'PERSON'}, {'name': 'Πατρα', 'type': 'LOC'}, {'name': 'Survivor', 'type': 'MISC'}, {'name': 'Αγγελακια', 'type': 'MISC'}, {'name': 'Τακης Καραγκουνιας', 'type': 'PERSON'}, {'name': 'Instagram', 'type': 'ORG'}, {'name': 'NYT', 'type': 'ORG'}, {'name': 'Victoria’s Secret', 'type': 'ORG'}]"
2022-04-04,False,"[""Death_Injury_Accident""]",negative,"[{'name': 'Λευκωσια', 'type': 'LOC'}, {'name': 'Λαικη Γειτονια', 'type': 'LOC'}, {'name': 'ΣΙΓΜΑ', 'type': 'ORG'}, {'name': 'Λευκωσιας', 'type': 'LOC'}, {'name': 'Πυροσβεστικης Υπηρεσιας', 'type': 'ORG'}, {'name': 'Κυπρο', 'type': 'LOC'}]"
2022-04-04,True,"[""Politics""]",neutral,"[{'name': 'ΥΕΘΑ', 'type': 'ORG'}, {'name': 'Ρωσια', 'type': 'LOC'}, {'name': 'Νικος Παναγιωτοπουλος', 'type': 'PERSON'}, {'name': 'Ρουλα Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Ουκρανιας Sergii Shutenko', 'type': 'LOC'}, {'name': 'Βρετανια', 'type': 'LOC'}, {'name': 'Συμβουλιο Ανθρωπινων Δικαιωματων', 'type': 'ORG'}, {'name': 'Ουκρανικο', 'type': 'MISC'}, {'name': 'Ν.Κονιτοπουλου', 'type': 'PERSON'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Ουκρανια', 'type': 'LOC'}, {'name': 'ΟΗΕ', 'type': 'ORG'}, {'name': 'Γρηγορης Λεων', 'type': 'PERSON'}, {'name': 'ΓΕΕΘΑ Στρατηγου Κωνσταντινου Φλωρου', 'type': 'PERSON'}, {'name': 'Ουκρανιας', 'type': 'LOC'}]"
2022-04-04,False,"[""Adult""]",negative,"[{'name': 'Ζακ Γαλιφιανακης', 'type': 'PERSON'}, {'name': 'Οκλαχομα', 'type': 'LOC'}, {'name': 'Google News', 'type': 'ORG'}, {'name': 'Maxim', 'type': 'ORG'}, {'name': 'Ολιβια Μαν', 'type': 'PERSON'}, {'name': 'The Newsroom', 'type': 'ORG'}, {'name': 'The Daily Show', 'type': 'ORG'}, {'name': 'Magic Mike', 'type': 'MISC'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Γιουτα', 'type': 'LOC'}, {'name': 'Ιαπωνια', 'type': 'LOC'}, {'name': 'Γαλιφιανακης', 'type': 'PERSON'}, {'name': 'Esquire', 'type': 'ORG'}]"
2022-04-04,False,"[""War_Terrorism_Firearms""]",negative,"[{'name': 'Βλαντιμιρ Πουτιν', 'type': 'PERSON'}, {'name': 'Μοσχα', 'type': 'LOC'}, {'name': 'Ρωσου', 'type': 'MISC'}, {'name': 'Κυπρου', 'type': 'LOC'}, {'name': 'ΕΕ', 'type': 'ORG'}, {'name': 'υπουργειο Εξωτερικων', 'type': 'ORG'}, {'name': 'Lil Nas', 'type': 'PERSON'}, {'name': 'Μισουστιν', 'type': 'PERSON'}, {'name': 'Ελβετιας', 'type': 'LOC'}, {'name': 'Μιχαηλ Μισουστιν', 'type': 'PERSON'}, {'name': 'Βρετανια', 'type': 'LOC'}, {'name': 'Καναδας', 'type': 'LOC'}, {'name': 'Β.Ζελενσκι', 'type': 'PERSON'}, {'name': 'Ρωσια', 'type': 'LOC'}, {'name': 'Νοτια Αφρικη', 'type': 'LOC'}, {'name': 'Ρωσιας', 'type': 'LOC'}, {'name': 'Δανιας', 'type': 'LOC'}, {'name': 'Νορβηγιας', 'type': 'LOC'}, {'name': 'Νεα Φιλαδελφεια', 'type': 'LOC'}, {'name': 'Ισλανδιας', 'type': 'LOC'}, {'name': 'Ουκρανια', 'type': 'LOC'}, {'name': 'Ρωσος', 'type': 'MISC'}, {'name': 'Covid-19', 'type': 'MISC'}, {'name': 'ΗΠΑ', 'type': 'LOC'}, {'name': 'TASS', 'type': 'ORG'}, {'name': 'Αργεντινη', 'type': 'LOC'}, {'name': 'Μοσχας', 'type': 'LOC'}, {'name': 'Reuters', 'type': 'ORG'}]"
2022-04-04,True,"[""Culture/Photography&Arts""]",neutral,"[{'name': 'Ρωσικων', 'type': 'MISC'}, {'name': 'Sergiy Illyashenko', 'type': 'PERSON'}, {'name': 'Oleg Petrasiuk', 'type': 'PERSON'}, {'name': 'Volodymyr Petrov', 'type': 'PERSON'}, {'name': 'Τεχνοπολη Δημου Αθηναιων', 'type': 'LOC'}, {'name': 'Stas Yurchenko', 'type': 'PERSON'}, {'name': 'Mikhail Palinchak', 'type': 'PERSON'}, {'name': 'Maksim Finogeev', 'type': 'PERSON'}, {'name': 'Roman Zakrevski', 'type': 'PERSON'}, {'name': 'Sehii Nuzhnenko', 'type': 'MISC'}, {'name': 'Ρωσιας', 'type': 'LOC'}, {'name': 'Viacheslav Ratynski', 'type': 'MISC'}, {'name': 'Kateryna Radchenko', 'type': 'PERSON'}, {'name': 'The Catalyst', 'type': 'ORG'}, {'name': 'Ουκρανια', 'type': 'LOC'}, {'name': 'Πανο Μανωλακο', 'type': 'PERSON'}, {'name': 'Ουκρανιας', 'type': 'LOC'}, {'name': 'Αθηνα Δρεττα', 'type': 'PERSON'}, {'name': 'Pavel Dorogoy', 'type': 'PERSON'}, {'name': 'Villy Calliga', 'type': 'ORG'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Serhiy Hudak', 'type': 'PERSON'}, {'name': 'Σουτενκο', 'type': 'PERSON'}, {'name': 'Σεργκει Σουτενκο', 'type': 'PERSON'}]"
2022-04-04,True,"[""Automoto""]",positive,"[{'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Google News', 'type': 'ORG'}]"
2022-04-04,True,"[""Health/Health_news"", ""Science&Tech/Science""]",negative,"[{'name': 'British Medical Journal', 'type': 'ORG'}, {'name': 'ΧΑΠ', 'type': 'ORG'}, {'name': 'Covid', 'type': 'MISC'}, {'name': 'Φαν Τσουνγκ', 'type': 'PERSON'}, {'name': 'Λονδινο', 'type': 'LOC'}, {'name': 'κορονοιο', 'type': 'MISC'}, {'name': 'Imperial College', 'type': 'ORG'}, {'name': 'Μιρειγ Τολεντανο', 'type': 'PERSON'}, {'name': 'Σχολης Δημοσιας Υγειας', 'type': 'ORG'}, {'name': 'ΕΕ', 'type': 'ORG'}, {'name': 'Οξφορντ Στριτ', 'type': 'LOC'}, {'name': 'Ευρωπαικη Ενωση', 'type': 'ORG'}, {'name': 'Χαιντ Παρκ', 'type': 'LOC'}, {'name': 'The Lancet', 'type': 'ORG'}, {'name': 'Λονδινου', 'type': 'LOC'}, {'name': 'Κορονοιος', 'type': 'MISC'}]"
2022-04-04,True,"[""News""]",negative,"[{'name': 'Αμερικης', 'type': 'LOC'}, {'name': 'Ρ.Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Σφακιανακης', 'type': 'PERSON'}, {'name': 'Διωξης Ηλεκτρονικου Εγκληματος', 'type': 'ORG'}, {'name': 'Ρουλα Πισπιριγκου', 'type': 'PERSON'}, {'name': 'Τζωρτζινας. Αιγιο', 'type': 'PERSON'}, {'name': 'Μανωλης Σφακιανακης', 'type': 'PERSON'}, {'name': 'Μ.Αζαροφ', 'type': 'PERSON'}, {'name': 'Κιεβου', 'type': 'LOC'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Μ.Σφακιανακης', 'type': 'PERSON'}, {'name': 'Ρουλας Πισπιριγκου', 'type': 'PERSON'}, {'name': 'ΣΗΜΕΡΑΜ.Σφακιανακης', 'type': 'PERSON'}]"
2022-04-04,True,"[""News""]",neutral,"[{'name': 'Γουλας', 'type': 'PERSON'}, {'name': 'Γιακουμακης', 'type': 'PERSON'}, {'name': 'Σινανης', 'type': 'PERSON'}, {'name': 'Ατσαλενιος', 'type': 'ORG'}, {'name': 'Πετρακη', 'type': 'PERSON'}, {'name': 'Κρητικων', 'type': 'MISC'}, {'name': 'Onsports.gr', 'type': 'ORG'}, {'name': 'Αραβιακης', 'type': 'PERSON'}, {'name': 'Καρδαρης', 'type': 'PERSON'}, {'name': 'Βουρλουμης', 'type': 'PERSON'}, {'name': 'ΑΟΤ', 'type': 'ORG'}, {'name': 'Ελευθεριαδης', 'type': 'PERSON'}, {'name': 'Τραχωνες', 'type': 'ORG'}, {'name': 'Πανελευσινιακο', 'type': 'PERSON'}, {'name': 'Φραγκιαδακης', 'type': 'PERSON'}, {'name': 'Ηλια Καλοπητα', 'type': 'PERSON'}, {'name': 'Σαπαλιδης', 'type': 'PERSON'}, {'name': 'Γ’ Εθνικης', 'type': 'ORG'}, {'name': 'Πρωτογερακης', 'type': 'PERSON'}, {'name': 'Καλλιπολιτης', 'type': 'PERSON'}, {'name': 'Μποτος', 'type': 'PERSON'}, {'name': 'Μανωλης Πατεμτζης', 'type': 'PERSON'}, {'name': 'Καργιωτακης', 'type': 'PERSON'}, {'name': 'Σαγανας. ΑΤΣΑΛΕΝΙΟΣ', 'type': 'PERSON'}, {'name': 'Καραμερης', 'type': 'PERSON'}, {'name': 'Βρεττος', 'type': 'PERSON'}, {'name': 'Χαλκιαδακης', 'type': 'PERSON'}, {'name': 'Ατρομητο Πειραια', 'type': 'ORG'}, {'name': 'Μπρανταν', 'type': 'PERSON'}, {'name': 'Γαβριηλ', 'type': 'PERSON'}, {'name': 'Δρυμουσης', 'type': 'PERSON'}, {'name': 'Δαρρας', 'type': 'PERSON'}, {'name': 'Πετρακης', 'type': 'PERSON'}, {'name': 'Σαπαλιδη', 'type': 'PERSON'}, {'name': 'Ηλιας Καλοπητας', 'type': 'PERSON'}, {'name': 'Συσκακης', 'type': 'PERSON'}]"
2022-04-04,True,"[""Adult"", ""Home""]",neutral,"[{'name': 'ΑΕΚ', 'type': 'ORG'}, {'name': 'Ινδονησια', 'type': 'LOC'}, {'name': 'Μπουκα', 'type': 'PERSON'}, {'name': 'ERROR PREDICTION wwwpronews.gr', 'type': 'ORG'}, {'name': 'Σ.Λαβροφ', 'type': 'PERSON'}, {'name': 'pronews.gr', 'type': 'ORG'}, {'name': 'Ρωσοι', 'type': 'MISC'}]"
2022-04-04,False,"[""Culture/Media"", ""Social/Showbiz""]",negative,"[{'name': 'Σεργιου Σεβαστου', 'type': 'PERSON'}, {'name': 'Αγριες Μελισσες', 'type': 'MISC'}, {'name': 'Μαθιος', 'type': 'PERSON'}, {'name': 'Alpha', 'type': 'ORG'}, {'name': 'Σταμιρη', 'type': 'PERSON'}]"
2022-04-04,True,"[""Politics""]",neutral,"[{'name': 'Ελλαδας', 'type': 'LOC'}, {'name': 'Ισραηλ', 'type': 'LOC'}, {'name': 'Google News', 'type': 'ORG'}, {'name': 'Κυπρου', 'type': 'LOC'}, {'name': 'Ισραηλ Γαιρ Λαπιντ', 'type': 'PERSON'}, {'name': 'Τριμερους Συναντησης των Υπουργων', 'type': 'MISC'}, {'name': 'Κυπρου Ιωαννη Κασουλιδη. Κατ', 'type': 'PERSON'}, {'name': 'Κυπρο', 'type': 'LOC'}, {'name': 'ΥΠΕΞ Ισραηλ', 'type': 'ORG'}, {'name': 'Λευκωσιας', 'type': 'LOC'}, {'name': 'Ισραηλινος', 'type': 'MISC'}, {'name': 'Ιεροσολυμα', 'type': 'LOC'}, {'name': 'Yair Lapid', 'type': 'ORG'}, {'name': 'Νικος Δενδιας', 'type': 'PERSON'}, {'name': 'υπουργειου Εξωτερικων. Ακολουθως', 'type': 'ORG'}, {'name': 'ΥΠΕΞ Ελλαδας', 'type': 'ORG'}, {'name': 'Κυπριακο', 'type': 'LOC'}, {'name': 'Ουκρανια', 'type': 'LOC'}, {'name': 'Αθηνας', 'type': 'LOC'}, {'name': 'Δενδια', 'type': 'PERSON'}, {'name': 'Συνοδου Κορυφης', 'type': 'MISC'}, {'name': 'Τριμερους Συναντησης των Υπουργων Εξωτερικων', 'type': 'MISC'}, {'name': 'Αθηνα', 'type': 'LOC'}, {'name': 'Μεση Ανατολη', 'type': 'LOC'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Ανατολικη Μεσογειο', 'type': 'LOC'}, {'name': 'Κυπριο', 'type': 'MISC'}]"
2022-04-04,True,"[""Sports/Football""]",neutral,"[{'name': 'Onsports.gr', 'type': 'ORG'}, {'name': 'Αυγενακης', 'type': 'PERSON'}, {'name': 'Κεντρικη Επιτροπη Διαιτησιας', 'type': 'ORG'}, {'name': 'Μαρκ Κλατενμπεργκ', 'type': 'PERSON'}, {'name': 'ΕΠΟ', 'type': 'ORG'}, {'name': 'ΚΕΔ', 'type': 'ORG'}, {'name': 'Λευτερης Αυγενακης', 'type': 'PERSON'}, {'name': 'Αγγλος', 'type': 'MISC'}, {'name': 'Τοπικης Τοπικης Αυτοδιοικησης', 'type': 'ORG'}, {'name': 'Ολιστικη Μελετη', 'type': 'PERSON'}, {'name': 'UEFA', 'type': 'ORG'}, {'name': 'Κλατενμπεργκ', 'type': 'PERSON'}, {'name': 'Κυριακου Μητσοτακη', 'type': 'PERSON'}, {'name': 'Ολιστικη Μελετη', 'type': 'ORG'}, {'name': 'Μητρωο Αθλητικων Σωματειων', 'type': 'ORG'}, {'name': 'Πελοποννησος', 'type': 'ORG'}, {'name': 'Ελλαδα', 'type': 'LOC'}, {'name': 'Αυγενακη', 'type': 'PERSON'}, {'name': 'FIFA', 'type': 'ORG'}]"
